Case_ID;57b428a6cef25a0a0d6681ac;;;;;;;;;;;;;;;;;;;;;;;;;;
20D;Van Peenestraat;2020;86,07;SFH terraced;1;residential;1955;11,15;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20F;Van Peenestraat;2020;99,98;SFH terraced;1;residential;1955;10,09;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20G;Van Peenestraat;2020;68,47;SFH terraced;1;residential;1955;10,21;3;brick;;0,00;218;;;;;0;;;;;;;;;
20H;Van Peenestraat;2020;77,25;SFH terraced;1;residential;1955;9,09;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20I;Van Peenestraat;2020;82,99;SFH terraced;1;residential;1955;9,53;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20J;Van Peenestraat;2020;74,12;SFH terraced;1;residential;1955;9,11;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20K;Van Peenestraat;2020;102,16;SFH terraced;1;residential;1955;11,09;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20M;Van Peenestraat;2020;67,98;SFH terraced;1;residential;1955;10,27;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20N;Van Peenestraat;2020;86,76;SFH terraced;1;residential;1955;13,66;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20O;Schijfstraat;2020;71,87;SFH terraced;1;residential;1990;10,53;3;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
20Q;Alfons De Cockstraat;2020;102,27;SFH terraced;1;residential;1950;9,78;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20R;Alfons De Cockstraat;2020;91,13;SFH terraced;1;residential;1950;10,12;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20S;Alfons De Cockstraat;2020;101,40;SFH terraced;1;residential;1950;10,09;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20T;Alfons De Cockstraat;2020;86,80;SFH terraced;1;residential;1950;10,01;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20X;Alfons De Cockstraat;2020;87,00;SFH terraced;1;residential;1950;10,06;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12AB;Sint-Bernardsesteenweg;2020;126,19;MFH terraced;2;residential;1954;11,40;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12AD;Sint-Bernardsesteenweg;2020;223,56;MFH terraced;2;residential;1954;15,46;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17A;Schijfstraat;2020;114,25;MFH terraced;2;residential;1955;9,54;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17C;Sint-Bernardsesteenweg;2020;296,99;MFH terraced;2;mixed (residential, services);1955;10,55;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20AL;Max Elskampstraat;2020;130,45;MFG terraced;2;mixed (residential, commercial);1950;9,67;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20V;Alfons De Cockstraat;2020;115,93;MFH terraced;2;residential;1950;10,16;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
7AC;Maurits Sabbelaan;2020;131,86;MFH terraced;3;residential;1960;9,70;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
7AZ;Maurits Sabbelaan;2020;221,47;MFH terraced;3;residential;1960;9,84;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
7F;Maurits Sabbelaan;2020;163,04;MFH terraced;3;residential;1960;9,63;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
7Q;Hendriklei;2020;218,19;MFH terraced;3;residential;1960;9,52;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
7Z;Hendriklei;2020;297,06;MFH terraced;3;residential;1960;10,21;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
8Z;Alfons De Cockstraat;2020;154,16;MFH terraced;3;residential;1951;6,78;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12AC;Sint-Bernardsesteenweg;2020;144,04;MFH terraced;3;residential;1954;12,64;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13Z;Sint-Bernardsesteenweg;2020;150,96;MFH terraced;3;mixed (residential, commercial);1955;11,40;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
13X;Sint-Bernardsesteenweg;2020;352,88;MFH terraced;3;mixed (residential, restaurant);1955;15,69;4;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
17AB;Schijfstraat;2020;100,82;MFH terraced;3;residential;1955;9,87;3;brick;;0,00;513;gas;double;;;0;;;253,00;;;;;;
18AI;Schijfstraat;2020;97,81;MFH terraced;3;residential;1951;6,81;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
18S;Schijfstraat;2020;269,40;MFH terraced;3;residential;1955;13,81;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AA;Schijfstraat;2020;111,26;MFH terraced;3;residential;1955;10,10;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AE;Schijfstraat;2020;79,95;MFH terraced;3;residential;1955;10,33;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AI;Schijfstraat;2020;80,33;MFH terraced;3;residential;1955;12,34;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19AR;Schijfstraat;2020;88,18;MFH terraced;3;residential;1955;11,95;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19O;Sint-Bernardsesteenweg;2020;177,40;MFH terraced;3;mixed (residential, commercial);1950;10,88;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19Q;Sint-Bernardsesteenweg;2020;330,21;MFH terraced;3;mixed (residential, commercial);1955;14,96;4;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19Y;Sint-Bernardsesteenweg;2020;244,53;MFH terraced;3;mixed (residential, commercial);1955;13,32;4;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20AC;Alfons De Cockstraat;2020;100,11;MFH terraced;3;residential;1950;9,95;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20W;Alfons De Cockstraat;2020;99,93;MFH terraced;3;residential;1950;9,97;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20Y;Alfons De Cockstraat;2020;84,32;MFH terraced;3;residential;1951;9,95;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20Z;Alfons De Cockstraat;2020;86,06;MFH terraced;3;residential;1950;10,02;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
7X;Maurits Sabbelaan;2020;249,74;MFH terraced;4;mixed (residential, commercial);1960;9,55;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12T;Sint-Bernardsesteenweg;2020;904,80;MFH terraced;4;mixed (residential, commercial);1965;15,71;4;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19V;Sint-Bernardsesteenweg;2020;223,23;MFH terraced;4;mixed (residential, services);1955;10,86;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19P;Sint-Bernardsesteenweg;2020;223,20;MFH terraced;4;residential;1955;13,93;4;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
20P;Alfons De Cockstraat;2020;188,54;MFH terraced;4;residential;1951;10,27;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
10E;Sint-Bernardsesteenweg;2020;648,36;MFH terraced;6;mixed (residential, commercial);1960;14,35;4;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19BA;Alfons De Cockstraat;2020;144,04;MFH terraced;6;residential;1951;12,93;3;brick;;0,00;;gas;;A;;0;;;;;;;;;
19AY;Alfons De Cockstraat;2020;181,43;MFH terraced;6;residential;1952;16,17;4;brick;;0,00;;gas;;A;;0;;;;;;;;;
19AZ;Alfons De Cockstraat;2020;145,39;MFH terraced;6;residential;1952;13,84;4;brick;;0,00;;gas;;A;;0;;;;;;;;;
19BB;Alfons De Cockstraat;2020;182,10;MFH terraced;6;residential;1952;16,23;4;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19BC;Alfons De Cockstraat;2020;145,86;MFH terraced;6;residential;1952;13,88;4;brick;;0,00;;gas;;A;;0;;;;;;;;;
19BE;Alfons De Cockstraat;2020;145,25;MFH terraced;6;residential;1952;13,86;4;brick;;0,00;;gas;;A;;0;;;;;;;;;
20U;Alfons De Cockstraat;2020;165,83;MFH terraced;6;residential;1960;10,07;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
7S;Hendriklei;2020;303,14;MFH terraced;7;residential;1961;9,57;3;brick;;0,00;333;gas;double;;;0;;;80,00;;;;;;
12U;Sint-Bernardsesteenweg;2020;872,82;MFH terraced;8;residential;1954;10,25;3;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
19U;Sint-Bernardsesteenweg;2020;85,30;MFH terraced;8;mixed (residential, commercial);1990;10,78;3;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
12AE;Sint-Bernardsesteenweg;2020;445,80;MFH semi-detached;10;mixed (residential, commercial);1965;16,10;4;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
21A;Alfons De Cockstraat;2020;162,10;MFH terraced;10;residential;1949;15,82;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21B;Alfons De Cockstraat;2020;162,57;MFH terraced;10;residential;1949;15,28;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21C;Maurits Sabbelaan;2020;89,26;MFH terraced;10;residential;1949;16,37;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21E;Maurits Sabbelaan;2020;142,91;MFH terraced;10;residential;1949;18,87;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21G;Maurits Sabbelaan;2020;143,81;MFH terraced;10;residential;1949;18,81;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21I;Maurits Sabbelaan;2020;91,62;MFH terraced;10;residential;1949;16,54;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21K;Max Elskampstraat;2020;86,80;MFH terraced;10;residential;1949;16,20;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21N;Max Elskampstraat;2020;92,25;MFH terraced;10;residential;1949;16,45;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21O;Max Elskampstraat;2020;148,61;MFH terraced;10;residential;1949;18,74;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21Q;Max Elskampstraat;2020;142,56;MFH terraced;10;residential;1949;18,80;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21S;Van Peenestraat;2020;161,96;MFH terraced;10;residential;1949;15,27;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21T;Van Peenestraat;2020;162,83;MFH terraced;10;residential;1949;15,28;5;brick;;0,00;;gas;;A;;0;;;;;;;;;
21D;Maurits Sabbelaan;2020;225,76;MFH terraced;14;residential;1949;27,16;8;brick;;0,00;;gas;;A;;0;;;;;;;;;
21F;Maurits Sabbelaan;2020;177,68;MFH terraced;14;residential;1949;27,10;8;brick;;0,00;;gas;;A;;0;;;;;;;;;
21H;Maurits Sabbelaan;2020;196,24;MFH terraced;14;residential;1949;27,12;8;brick;;0,00;;gas;;A;;0;;;;;;;;;
21J;Maurits Sabbelaan;2020;189,46;MFH terraced;14;residential;1949;27,19;8;brick;;0,00;;gas;;A;;0;;;;;;;;;
21L;Max Elskampstraat;2020;202,70;MFH terraced;14;residential;1949;27,09;8;brick;;0,00;;gas;;A;;0;;;;;;;;;
21M;Max Elskampstraat;2020;182,39;MFH terraced;14;residential;1949;27,12;8;brick;;0,00;;gas;;A;;0;;;;;;;;;
21P;Max Elskampstraat;2020;182,02;MFH terraced;14;residential;1949;27,13;8;brick;;0,00;;gas;;A;;0;;;;;;;;;
21R;Max Elskampstraat;2020;202,20;MFH terraced;14;residential;1949;27,10;8;brick;;0,00;;gas;;A;;0;;;;;;;;;
6M;Frans Hensstraat;2020;1257,52;MFH detached;20;residential;1954;7,96;2;brick;;0,00;;gas;;C+;;0;;;149,10;;;;;;
8M;Maurits Sabbelaan;2020;194,10;MFH semi-detached;4;residential;1950;6,92;2;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
10J;Sint-Bernardsesteenweg;2020;735,51;MFH semi-detached;4;residential;1960;13,68;4;brick;;0,00;;gas;single;A;1,7;5;1,9;;;;;;;;
12AA;Sint-Bernardsesteenweg;2020;1020,64;MFH semi-detached;6;mixed (residential, commercial);1965;12,87;4;brick;;0,00;532;;double;;;0;;;66,00;;;;;;
12AG;Zaanstraat;2020;533,22;MFH semi-detached;27;residential;1960;10,78;3;brick;;0,00;;gas;double;A;;0;;;;;;;;;
9C;Evert Larockstraat;2020;750,53;MFH detached;69;residential;1956;31,32;10;parament;;0,40;2,14;gas;double;A;1,789;2,8;0,553;;2250,93;;;;;;
5E;Evert Larockstraat;2020;1332,56;MFH detached;112;residential;1951;30,60;6,5;parament;;0,38;202;gas;double;A;0,737;2,8;0,596;;20,77;;;;;;
5A;Frans Hensstraat;2020;1186,68;MFH detached;120;residential;1951;46,14;13;parament;;0,37;198;gas;double;A;1,294;2,8;0,553;;48,73;;;;;;
5B;Maurits Sabbelaan;2020;1274,13;MFH detached;120;residential;1951;46,02;13;parament;;0,24;198;gas;double;A;1,294;2,8;0,553;;48,73;;;;;;
5D;Emiel Vloorsstraat;2020;1273,44;MFH detached;120;residential;1951;46,00;13;parament;;0,34;198;gas;double;A;1,294;2,8;0,553;;48,73;;;;;;
9A;Alofs De Laetstraat;2020;1448,41;MFH detached;278;residential;1956;31,59;10;parament;;0,40;206;gas;double;A;0,857;2,8;0,553;;47,17;;;;;;
9B;Alofs De Laetstraat;2020;1442,41;MFH detached;278;residential;1956;31,31;10;parament;;0,40;206;gas;double;A;0,857;2,8;0,553;;47,17;;;;;;
18AP;Schijfstraat;2020;79,94;SFH terraced;1;residential;1980;10,27;3;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
18AR;Schijfstraat;2020;87,02;SFH terraced;1;residential;1980;10,74;3;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
18X;Schijfstraat;2020;64,96;SFH terraced;1;residential;1990;12,59;3;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
19AB;Schijfstraat;2020;84,89;SFH terraced;1;residential;1990;11,88;3;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
19S;Sint-Bernardsesteenweg;2020;127,45;MFH terraced;2;mixed (residential, services);1980;17,47;4;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
19W;Sint-Bernardsesteenweg;2020;221,12;MFH terraced;2;mixed (residential, commercial);1980;13,53;4;brick;;0,00;;gas;double;A;1;3,5;0,85;;;;;;;;
19Z;Sint-Bernardsesteenweg;2020;192,38;MFH terraced;3;residential;1991;13,95;4;brick;;0,00;;gas;;A;;0;;;;;;;;;
19T;Sint-Bernardsesteenweg;2020;82,91;MFH terraced;4;residential;1991;13,13;4;brick;;0,00;;gas;;A;;0;;;;;;;;;
19X;Sint-Bernardsesteenweg;2020;235,95;MFH terraced;28;residential;1991;13,28;4;brick;;0,00;;gas;;A;;0;;;;;;;;;
18BE;Tirstraat;2020;92,78;SFH semi-detached;1;residential;2008;12,04;3;brick;;0,00;;gas;double;C+;0,4;2;0,3;;;;;;;;
18BF;Tirstraat;2020;52,46;SFH semi-detached;1;residential;2008;11,97;3;brick;;0,00;;gas;double;C+;0,4;2;0,3;;;;;;;;
18A;Sus Van den Eyndestraat;2020;58,30;SFH terraced;1;residential;2009;9,54;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18B;Sus Van den Eyndestraat;2020;56,27;SFH terraced;1;residential;2009;9,56;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18C;Sus Van den Eyndestraat;2020;61,82;SFH terraced;1;residential;2009;9,55;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18D;Sus Van den Eyndestraat;2020;53,31;SFH terraced;1;residential;2009;9,56;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18E;Sus Van den Eyndestraat;2020;57,22;SFH terraced;1;residential;2009;9,52;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18G;Sus Van den Eyndestraat;2020;59,83;SFH terraced;1;residential;2009;9,56;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18H;Sus Van den Eyndestraat;2020;89,89;SFH terraced;1;residential;2009;9,52;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18I;Sus Van den Eyndestraat;2020;62,58;SFH terraced;1;residential;2009;9,55;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18J;Sus Van den Eyndestraat;2020;77,14;SFH terraced;1;residential;2009;9,54;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18K;Sus Van den Eyndestraat;2020;83,37;SFH terraced;1;residential;2009;9,59;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18L;Sus Van den Eyndestraat;2020;82,08;SFH terraced;1;residential;2009;9,55;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18M;Sus Van den Eyndestraat;2020;79,10;SFH terraced;1;residential;2009;10,17;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18N;Sus Van den Eyndestraat;2020;82,32;SFH terraced;1;residential;2009;10,16;3;brick;;0,00;178;gas;double;;;0;;;150,00;;;;;;
18O;Sus Van den Eyndestraat;2020;82,11;SFH terraced;1;residential;2009;10,16;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18Q;Sus Van den Eyndestraat;2020;77,48;SFH terraced;1;residential;2009;9,59;3;brick;;0,00;;gas;double;;;0;;;150,00;;;;;;
18P;Sus Van den Eyndestraat;2020;442,55;MFH semi-detached;4;mixed (residential, services);2009;11,25;3;brick;;0,00;;gas;double;;;0;;;;;;;;;
12AH;Auguste Oleffestraat;2020;2192,92;MFH terraced;42;residential;2016;7,22;2;brick;;0,00;182;gas;double;A;;0;;;77,03;;;;;;
2D;Emiel Vloorsstraat;2020;249,50;MFH semi-detached;9;residential;2015;2,86;2,5;brick;;0,00;;gas;;A;;0;;;;;;;;;
2Q;Emiel Vloorsstraat;2020;252,16;MFH semi-detached;15;residential;2015;2,78;4;brick;;0,00;;gas;;A;;0;;;;;;;;;
3A;Lodewijk De Raetstraat;2020;1149,44;detached;0;organization;1957;14,53;3;brick;;0,00;;;;;;0;;;;;;;;;
5C;Maurits Sabbelaan;2020;531,31;detached;0;office;1951;7,82;2;brick;;0,00;;;;;;0;;;;;;;;;
8AC;Schijfstraat;2020;1142,18;detached;0;cultural;1960;9,44;2;brick;;0,00;;;;;;0;;;;;;;;;
10A;Sint-Catharinaplein;2020;1607,91;detached;0;church;1870;17,14;2;brick;;0,00;;;;;;0;;;;;;;;;
10B;Sint-Bernardsesteenweg;2020;1762,82;detached;0;services;2006;39,72;9;brick;;0,00;;;;;;0;;;;;;;;;
10F;Sint-Bernardsesteenweg;2020;136,23;terraced;0;services;1960;3,43;1;brick;;0,00;;;;;;0;;;;;;;;;
10G;Sint-Catharinaplein;2020;547,22;semi-detached;0;youth;1960;13,61;2;brick;;0,00;;;;;;0;;;;;;;;;
10D;Emiel Vloorsstraat;2020;1083,15;detached;0;services;2008;24,73;5;brick;;0,00;;;;;;0;;;;;;;;;
12X;Sint-Bernardsesteenweg;2020;376,83;terraced;0;services;1965;6,73;2;brick;;0,00;;;;;;0;;;;;;;;;
13AG;Sint-Bernardsesteenweg;2020;96,32;terraced;0;services;1955;11,89;2;brick;;0,00;;;;;;0;;;;;;;;;
14A;Sint-Bernardsesteenweg;2020;11608,88;terraced;0;commercial;2006;14,05;2;brick;;0,00;;;;;;0;;;;;;;;;
15A;Valerius De Saedeleerstraat;2020;1448,86;detached;0;education;2004;8,92;2;brick;;0,00;;;;;;0;;;;;;;;;
17AA;Schijfstraat;2020;307,02;semi-detached;0;commercial;1990;4,14;1;brick;;0,00;;;;;;0;;;;;;;;;
17L;Schijfstraat;2020;701,43;terraced;0;garage;1970;5,03;1;brick;;0,00;;;;;;0;;;;;;;;;
18AC;Schijfstraat;2020;654,28;semi-detached;0;commercial;1970;7,71;1;brick;;0,00;;;;;;0;;;;;;;;;
19BD;Alfons De Cockstraat;2020;873,81;terraced;0;garage;1952;4,98;1;brick;;0,00;;gas;;A;;0;;;;;;;;;
19AK;Schijfstraat;2020;137,41;detached;0;storage;1960;9,63;2;brick;;0,00;;;;;;0;;;;;;;;;
20E;Van Peenestraat;2020;2344,31;semi-detached;0;education;1950;12,19;2;brick;;0,00;;;;;;0;;;;;;;;;
8D;Alfons De Cockstraat;2020;75,48;SFH terraced;1;services;1951;6,87;2;brick;;0,00;;;;;;0;;;;;;;;;
8H;Max Elskampstraat;2020;120,69;terraced;1;services;1951;6,88;2;brick;;0,00;;;;;;0;;;;;;;;;
10I;Sint-Bernardsesteenweg;2020;356,30;SFH semi-detached;1;services;1859;11,12;2;brick;;0,00;;;;;;0;;;;;;;;;
7BB;Maurits Sabbelaan;2020;530,11;MFH terraced;4;mixed;1960;9,77;3;brick;;0,00;;;;;;0;;;;;;;;;
;;;;;3118;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
